ESTU_GENERO,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULACREDITO,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_NUMPERSONASACARGO,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL,FELICIDAD
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,No,No,No,No,3 o 4,Entre 11 y 20 horas,108,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Más de 30 horas,103,30%
M,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,No,No,No,No,3 o 4,Más de 30 horas,99,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,78,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,No,No,No,3 o 4,Entre 21 y 30 horas,73,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,57,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,50,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,48,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,24,30%
F,Más de 7 millones,Si,Estrato 4,Si,Si,Si,No,No,3 o 4,Más de 30 horas,1,30%
M,Más de 7 millones,Si,Estrato 4,Si,Si,No,No,No,3 o 4,Más de 30 horas,186,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,No,No,No,5 o 6,Más de 30 horas,186,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,No,No,No,5 o 6,Más de 30 horas,168,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,0,161,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,No,No,Si,5 o 6,Más de 30 horas,153,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,No,No,No,No,3 o 4,Entre 11 y 20 horas,146,20%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,No,No,No,2,Más de 30 horas,145,20%
F,Más de 7 millones,No,Estrato 1,No,No,No,No,No,3 o 4,0,144,20%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,132,20%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,131,20%
M,Más de 7 millones,No,Estrato 1,No,No,No,No,Si,5 o 6,Menos de 10 horas,126,20%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,Si,5 o 6,Más de 30 horas,119,20%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,No,Si,No,No,3 o 4,Menos de 10 horas,118,20%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Más de 30 horas,118,20%
F,Más de 7 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,116,20%
F,Más de 7 millones,Si,Estrato 3,No,No,Si,No,No,3 o 4,Menos de 10 horas,115,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,112,20%
M,Entre 500 mil y menos de 1 millón,No,Estrato 2,No,Si,No,No,No,5 o 6,Más de 30 horas,104,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,95,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,No,5 o 6,Entre 21 y 30 horas,69,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,Si,No,No,3 o 4,Menos de 10 horas,42,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,22,20%
M,Menos de 500 mil,Si,Estrato 1,No,No,Si,No,Si,3 o 4,Más de 30 horas,22,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,No,No,Si,3 o 4,Menos de 10 horas,14,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,No,No,Si,5 o 6,Más de 30 horas,7,20%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,No,Si,No,No,5 o 6,Menos de 10 horas,5,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,Entre 21 y 30 horas,163,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,No,No,No,Si,3 o 4,Más de 30 horas,143,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,No,Si,No,No,3 o 4,Más de 30 horas,136,20%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,No,No,No,No,No,3 o 4,0,110,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,97,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,39,20%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,Si,No,No,No,5 o 6,Entre 11 y 20 horas,7,20%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,Si,No,No,No,3 o 4,Más de 30 horas,6,20%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,No,No,No,5 o 6,Entre 21 y 30 horas,159,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,No,No,No,3 o 4,Más de 30 horas,150,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,No,No,No,3 o 4,Más de 30 horas,150,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,5 o 6,Entre 11 y 20 horas,149,20%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,No,No,No,Si,3 o 4,Más de 30 horas,144,20%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,No,No,No,No,No,3 o 4,Más de 30 horas,140,20%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,133,20%
F,Menos de 500 mil,No,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,132,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,No,No,No,5 o 6,Más de 30 horas,130,20%
F,Más de 7 millones,No,Estrato 1,No,No,No,No,No,5 o 6,0,127,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,3 o 4,Entre 21 y 30 horas,113,20%
F,Más de 7 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,106,20%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,59,20%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,Si,No,No,No,3 o 4,Más de 30 horas,50,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,No,No,No,5 o 6,Entre 21 y 30 horas,43,20%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,37,20%
M,Más de 7 millones,Si,Estrato 1,No,No,Si,No,Si,5 o 6,Menos de 10 horas,15,20%
M,No pagó matrícula,No,Estrato 2,No,No,No,No,No,3 o 4,Más de 30 horas,11,20%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,No,Si,No,No,No,3 o 4,Más de 30 horas,148,20%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,No,No,No,5 o 6,Entre 11 y 20 horas,132,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,No,No,No,No,Si,3 o 4,Entre 21 y 30 horas,132,20%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,No,No,No,5 o 6,Entre 21 y 30 horas,130,20%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 1,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,126,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,124,20%
M,Más de 7 millones,Si,Estrato 2,Si,No,No,No,No,5 o 6,Menos de 10 horas,118,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,No,No,No,3 o 4,Más de 30 horas,113,20%
M,Más de 7 millones,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,88,20%
M,Menos de 500 mil,No,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,85,20%
F,Más de 7 millones,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,83,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,No,Si,No,No,5 o 6,Más de 30 horas,77,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,5 o 6,Más de 30 horas,63,20%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,49,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,43,20%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,Si,No,No,5 o 6,Entre 21 y 30 horas,8,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,No,No,No,5 o 6,0,1,20%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,No,No,No,2,Más de 30 horas,153,20%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,150,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,No,Si,No,No,No,3 o 4,Más de 30 horas,149,20%
F,Más de 7 millones,No,Estrato 1,No,No,No,No,No,5 o 6,Menos de 10 horas,149,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,146,20%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,Entre 21 y 30 horas,131,20%
M,Más de 7 millones,No,Estrato 1,No,No,No,No,No,5 o 6,Menos de 10 horas,122,20%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,No,No,No,No,5 o 6,Más de 30 horas,122,20%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,109,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,Más de 30 horas,106,20%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,No,No,No,2,Más de 30 horas,88,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Menos de 10 horas,23,20%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,No,No,No,No,5 o 6,Entre 21 y 30 horas,171,20%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,Más de 30 horas,132,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,No,No,No,No,3 o 4,Más de 30 horas,116,20%
F,Más de 7 millones,No,Estrato 2,No,No,No,Si,No,5 o 6,Más de 30 horas,114,20%
F,Más de 7 millones,No,Estrato 1,No,No,No,No,No,5 o 6,Menos de 10 horas,84,20%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,76,20%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,No,No,No,No,No,5 o 6,Más de 30 horas,149,20%
F,Más de 7 millones,Si,Estrato 1,Si,Si,No,No,No,5 o 6,Más de 30 horas,122,20%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,No,Si,No,No,3 o 4,Más de 30 horas,116,20%
F,Más de 7 millones,Si,Estrato 2,No,No,Si,No,No,3 o 4,Más de 30 horas,138,20%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 1,Si,No,No,No,No,5 o 6,Entre 21 y 30 horas,137,20%
F,Más de 7 millones,Si,Estrato 2,No,Si,No,No,No,5 o 6,Entre 11 y 20 horas,47,20%
M,Más de 7 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,Más de 30 horas,136,20%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,119,20%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,No,No,No,No,5 o 6,Más de 30 horas,39,20%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,135,10%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,43,10%
F,Más de 7 millones,Si,Estrato 2,No,No,No,No,No,3 o 4,Más de 30 horas,79,10%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 1,No,No,No,No,No,3 o 4,Más de 30 horas,76,10%
F,Más de 7 millones,Si,Estrato 2,No,No,No,No,No,5 o 6,Más de 30 horas,145,10%
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
